import time: self [us] | cumulative | imported package
import time:      1498 |       7364 |               pandas.core.internals.array_manager
import time:      1112 |       1112 |               pandas.core.internals.concat
import time:      1107 |      12556 |             pandas.core.internals
import time:       978 |        978 |             pandas.core.internals.construction
import time:       459 |        459 |               pandas.core.methods
import time:       689 |        689 |                 pandas.core.reshape
import time:      1331 |       2020 |               pandas.core.reshape.concat
import time:      1096 |       1096 |                   gzip
import time:      3853 |       3853 |                   mmap
import time:        93 |         93 |                     pwd
import time:      2643 |       2643 |                     grp
import time:      3119 |       5854 |                   tarfile
import time:       907 |        907 |                   pandas.core.shared_docs
import time:      3115 |      14824 |                 pandas.io.common
import time:      1920 |      16744 |               pandas.io.formats.format
import time:      1054 |      20275 |             pandas.core.methods.describe
import time:       428 |        428 |                   pandas._libs.window
import time:      4116 |       4544 |                 pandas._libs.window.aggregations
import time:      3931 |       3931 |                   pandas._libs.window.indexers
import time:      1795 |       5726 |                 pandas.core.indexers.objects
import time:       779 |        779 |                 pandas.core.util.numba_
import time:       741 |        741 |                 pandas.core.window.common
import time:       757 |        757 |                 pandas.core.window.doc
import time:       827 |        827 |                 pandas.core.window.numba_
import time:       695 |        695 |                 pandas.core.window.online
import time:      3419 |       3419 |                 pandas.core.window.rolling
import time:      1667 |      19151 |               pandas.core.window.ewm
import time:      1813 |       1813 |               pandas.core.window.expanding
import time:       749 |      21712 |             pandas.core.window
import time:     10720 |     135404 |           pandas.core.generic
import time:       962 |        962 |           pandas.core.methods.selectn
import time:       718 |        718 |             pandas.core.reshape.util
import time:       787 |        787 |             pandas.core.tools.numeric
import time:      1145 |       2649 |           pandas.core.reshape.melt
import time:      3619 |       3619 |             pandas._libs.reshape
import time:      2653 |       2653 |             pandas.core.indexes.accessors
import time:       496 |        496 |               pandas.arrays
import time:      2360 |       2855 |             pandas.core.tools.datetimes
import time:      1800 |       1800 |             pandas.io.formats.info
import time:      1856 |       1856 |               pandas.plotting._core
import time:      1234 |       1234 |               pandas.plotting._misc
import time:      1200 |       4289 |             pandas.plotting
import time:      6337 |      21550 |           pandas.core.series
import time:     11970 |     172533 |         pandas.core.frame
import time:      1837 |       1837 |         pandas.core.groupby.base
import time:      4121 |       4121 |           pandas._libs.groupby
import time:       706 |        706 |             pandas.core.groupby.categorical
import time:      1765 |       2471 |           pandas.core.groupby.grouper
